postcode_id,pprice_qm2007,pprice_qm_se2007,pcv2007,pprice_qm2008,pprice_qm_se2008,pcv2008,pprice_qm2009,pprice_qm_se2009,pcv2009,pprice_qm2010,pprice_qm_se2010,pcv2010,pprice_qm2011,pprice_qm_se2011,pcv2011,pprice_qm2012,pprice_qm_se2012,pcv2012,pprice_qm2013,pprice_qm_se2013,pcv2013,pprice_qm2014,pprice_qm_se2014,pcv2014,pprice_qm2015,pprice_qm_se2015,pcv2015,pprice_qm2016,pprice_qm_se2016,pcv2016,pprice_qm2017,pprice_qm_se2017,pcv2017,pprice_qm2018,pprice_qm_se2018,pcv2018,pprice_qm2019,pprice_qm_se2019,pcv2019,pprice_qm2020,pprice_qm_se2020,pcv2020,pprice_qm2021,pprice_qm_se2021,pcv2021
9603,911.13965,1.085,.0011908164,1075.0017,16.372377,.015230094,1010.6641,27.010769,.026725762,896.71521,45.428974,.050661542,1066.3131,51.836132,.048612487,1056.2925,34.309158,.032480735,1019.1354,1.408859,.0013824061,1218.0094,34.966694,.028708065,1243.3972,37.457504,.030125132,1147.3083,39.38192,.034325488,1041.9821,80.018013,.076794043,1061.4497,52.893047,.049830951,1159.726,51.820526,.044683423,1314.5497,3.0038679,.0022850926,1563.2712,37.760963,.024155093
9618,872.13153,6.512145,.00746693,1093.7196,20.5769,.018813688,980.10199,26.351538,.026886526,905.84601,30.663151,.03385029,799.07361,6.8413868,.0085616475,914.29504,25.985199,.028421022,913.23755,27.909595,.030561157,1035.2843,46.136929,.0445645,1113.7719,20.62007,.018513728,1143.0034,4.2421813,.0037114336,1163.2385,31.839558,.027371477,1181.8645,53.365673,.0451538,1198.9431,10.38357,.0086606024,1308.8818,15.036043,.011487701,1482.5458,72.080269,.048619252
9619,555.59479,14.957199,.026921058,662.08673,62.90591,.095011584,647.75073,48.66938,.075135969,618.82855,46.24736,.074733719,575.49457,33.290604,.057846949,609.8833,48.016399,.078730471,715.5517,12.738383,.017802184,771.36847,107.41086,.13924715,802.12537,66.771271,.083242938,759.91193,51.456982,.067714401,798.36102,15.892264,.019906113,867.47717,34.015759,.039212279,967.50635,70.055397,.072408207,1199.7438,115.73403,.096465625,1229.5667,66.074036,.053737659
9623,645.3266,28.977327,.044903353,748.42139,142.4044,.19027303,664.95166,92.92411,.13974567,743.0976,65.405647,.088017575,652.15405,52.558292,.080591835,568.81616,62.632118,.1101096,698.67633,1.4822085,.0021214522,807.99487,17.343685,.021465093,793.80389,91.497765,.11526494,721.89185,108.6512,.15050897,708.95276,61.925159,.087347373,940.46057,140.81683,.14973179,977.96063,90.56604,.092607044,1291.4073,53.645527,.041540362,1334.6698,23.898273,.017905757
9627,1078.4507,105.65679,.09797091,1291.1882,92.288513,.071475647,1336.6418,29.670198,.022197569,1287.2343,26.709688,.020749671,1234.5446,112.2046,.090887442,1128.2644,172.3745,.15277846,1017.5595,181.3611,.17823145,1202.7631,136.48297,.11347453,1288.817,110.18143,.085490361,1401.3865,53.422459,.038121145,1253.7633,78.683487,.06275785,1280.1112,107.42178,.083915979,1314.5005,119.79984,.091137156,1373.4696,129.06311,.093968667,1800.9877,49.423283,.027442321
9629,998.92676,101.93202,.10204154,1080.6202,71.27652,.065958895,1156.9594,45.698471,.039498769,979.9281,10.54174,.010757667,975.04944,53.460308,.054828305,974.08887,3.8129017,.0039143264,829.57758,36.795143,.04435407,918.58844,114.66034,.12482232,1165.1075,49.369473,.042373318,1326.0121,120.56741,.090924822,1058.1594,47.416939,.044810772,1080.2054,33.526321,.031036986,1171.7444,67.152031,.057309452,1244.6085,1.4651147,.0011771691,1700.0007,30.410753,.017888671
9633,996.51904,103.15685,.10351718,1132.1057,104.40766,.092224307,1140.9213,80.424316,.070490681,1104.1522,55.384426,.050160136,1162.8687,109.00784,.093740463,1073.9583,136.28635,.12690097,1075.0891,117.65652,.10943886,1247.4457,152.60361,.12233287,1304.9092,144.82553,.11098514,1273.101,146.54984,.1151125,1121.2513,143.99863,.12842672,1200.4493,97.122208,.080904879,1223.6348,143.0946,.11694225,1338.8322,140.83337,.10519121,1722.9598,59.568604,.034573413
9634,906.50977,10.548232,.011636093,1040.5671,22.827108,.02193718,1110.6705,10.792925,.0097174859,969.73212,5.5387874,.0057116672,1046.0944,29.968988,.028648457,976.17346,19.974245,.020461779,885.0094,1.8444091,.0020840559,1178.6533,16.299143,.013828615,1213.8744,25.837971,.021285539,1075.3347,22.384087,.020815926,988.60754,21.577307,.021825958,1077.8512,41.5159,.038517281,1141.2406,1.5749457,.0013800295,1313.533,54.511459,.041499879,1662.6005,48.948917,.029441178
9636,939.93164,77.523438,.082477741,1160.3823,103.93592,.089570411,1028.5944,76.625755,.074495599,944.54498,44.651707,.047273245,882.3363,41.508011,.047043301,990.00446,55.605564,.056166984,997.91809,108.23291,.10845871,1149.202,129.4178,.11261536,1235.0186,117.88148,.095449157,1171.9949,54.09053,.046152532,1208.8336,48.615936,.040217228,1183.2559,35.466309,.02997349,1172.4845,41.94331,.03577302,1272.6095,61.512207,.048335493,1431.8837,64.642799,.045145288
9638,927.74219,48.630493,.052418113,1109.8099,93.385307,.084145315,1056.2667,85.944519,.081366301,1079.9535,50.158432,.046444993,964.84094,26.3923,.027354041,1076.8749,27.322571,.025372094,1105.1147,14.461645,.013086103,1212.3239,90.047211,.074276529,1233.261,37.054142,.030045662,1138.5818,6.8973875,.0060578762,1118.6471,18.876318,.016874239,1329.2601,14.110332,.010615177,1342.0168,5.6697559,.0042248024,1315.9495,34.858749,.026489429,1458.9645,5.9176078,.0040560327
9648,986.24658,7.7902575,.0078988941,1005.325,29.398384,.029242666,974.82849,23.373379,.023976915,868.15112,37.024506,.042647537,918.10358,87.619423,.095435224,840.07141,25.203896,.030002087,908.67126,40.384949,.044443958,927.13684,102.34805,.11039152,940.95203,72.901497,.077476315,953.86719,39.694546,.041614331,967.24463,106.93715,.11055853,960.13995,33.475567,.034865301,1241.0177,10.404945,.0083842035,1230.1998,61.069782,.049642164,1448.7018,9.0339565,.006235898
9661,819.17719,9.3122911,.011367859,888.49426,6.9181533,.0077863792,830.18414,28.026352,.033759199,778.7691,44.046127,.056558646,808.31573,64.042793,.079229921,770.88666,66.06617,.085701533,798.71307,62.405155,.07813213,961.24304,86.156151,.089629933,985.29144,47.764645,.048477683,899.25604,44.429962,.049407467,762.19293,97.973244,.12854126,903.39966,56.721401,.062786609,1044.3533,102.48043,.098128125,1150.7826,121.99569,.10601106,1374.6157,117.44492,.085438363
9669,1438.6237,105.03759,.073012553,1398.4369,98.963829,.070767462,1335.799,37.452755,.028037719,1229.8214,46.039677,.037436068,1286.4913,47.602486,.037001792,1246.6318,62.933556,.050482873,1338.6652,53.773182,.040169254,1202.129,116.14452,.09661568,1167.3468,24.148552,.020686699,1207.2225,2.6264169,.0021755863,1407.6768,43.43684,.030857112,1411.0807,35.517521,.02517044,1507.1959,46.045372,.030550355,1636.9392,93.86412,.057341237,1879.6376,73.225487,.038957238
10115,3091.8721,120.80588,.039072081,3487.5505,111.38585,.031938132,3470.3975,59.599709,.017173741,3542.1606,139.4357,.039364591,4080.2498,36.456947,.0089349793,4141.7622,247.32603,.05971517,4486.0327,134.15189,.029904349,4826.25,56.745575,.011757695,5417.126,306.30844,.056544457,5723.3115,105.93812,.018509934,6885.0903,325.94861,.047341224,7207.0332,79.584274,.011042585,8606.3799,678.32343,.078816347,8872.3545,599.99103,.067624778,9749.4697,655.41705,.067225918
10117,3328.7776,56.16045,.016871193,3869.4712,70.402618,.018194377,3928.3342,28.346434,.0072158915,4097.7085,69.033546,.016846865,4611.147,84.955833,.018424014,4805.1475,21.268888,.0044262717,5200.2432,289.16446,.055605948,5696.3525,555.70227,.09755405,6108.8584,593.62531,.09717451,6466.1313,462.70935,.071558915,7950.5957,809.36981,.1017999,8372.4336,699.90784,.083596699,10003.552,1278.9725,.12785184,9938.8516,1473.9991,.14830679,10847.771,1762.0883,.16243781
10119,2940.3293,61.696957,.020983009,3318.1375,144.34599,.043502115,3252.2588,103.47395,.031816024,3289.8174,163.4906,.04969595,3711.3601,130.27422,.035101477,3868.8438,85.144386,.022007709,4258.3389,17.490484,.0041073491,4651.6626,100.39452,.021582503,5080.7485,10.031189,.0019743526,5292.3911,54.256893,.010251868,6436.9614,75.679298,.011756991,6713.1216,223.8183,.033340421,8126.186,191.78363,.023600694,8387.1855,313.93292,.037430067,9196.8369,431.05804,.04687025
10178,3011.5547,28.099535,.0093305744,3422.6716,152.8891,.04466952,3380.0134,98.329323,.029091399,3442.4045,90.964546,.026424712,3856.1853,35.019814,.0090814652,4118.5454,170.29771,.041348994,4445.1182,333.42841,.075010024,4820.5444,276.87497,.057436451,5186.4375,202.9138,.039123926,5603.1128,41.766563,.0074541713,6875.6851,303.7522,.044177737,7201.8364,152.98984,.02124317,8639.3936,774.58325,.089657135,8769.7217,865.13519,.098650247,9561.0674,1191.6805,.12463886
10179,2987.3181,12.8099,.0042880937,3431.5503,66.609604,.019410936,3384.2437,10.57342,.0031243081,3477.4182,116.86916,.033608027,3906.2927,117.83157,.030164551,4136.3984,112.08442,.027097104,4440.6079,293.9733,.066201136,4851.7241,242.16409,.049912997,5187.0781,156.67645,.030205145,5644.4121,33.6679,.0059648198,6948.4883,254.63237,.036645722,7254.0205,41.144459,.0056719524,8567.2617,395.29971,.04614073,8727.709,463.33786,.053088143,9414.7178,786.75433,.083566427
10243,2687.6614,114.01752,.042422578,3022.6345,60.395126,.019980956,2944.4102,152.13498,.051669084,3025.0239,37.824516,.012503874,3409.1257,51.429062,.015085704,3644.0293,124.55971,.034181863,3828.4202,204.0533,.05329961,4202.2437,44.080738,.01048981,4543.8169,83.1138,.018291626,4967.6147,162.61153,.032734327,6092.564,223.25244,.036643431,6293.9048,214.10361,.034017611,7422.9873,245.06192,.033013921,7782.1997,185.65002,.023855725,8454.6309,515.32904,.06095228
10245,2169.0762,5.9441376,.0027404006,2361.4597,225.08261,.095315032,2378.6069,239.58969,.1007269,2447.3132,150.28654,.061408792,2712.6113,186.19199,.06863939,3092.1821,187.42094,.060611226,3318.8525,95.816605,.028870402,3598.4463,102.5699,.028503941,3787.4448,9.7773361,.0025815126,4213.5146,132.01962,.031332422,5008.7715,65.408974,.013058886,5448.3008,158.57835,.029106021,6066.7954,57.317017,.0094476594,6550.0244,28.541342,.0043574404,7057.6821,132.39648,.018759202
10247,2208.7202,37.926212,.017171126,2400.3711,200.9265,.083706431,2399.9202,218.06047,.090861551,2436.5791,110.58496,.045385335,2707.7026,201.45609,.07440111,2923.3833,31.859852,.010898281,3233.7061,17.693867,.0054716989,3510.1013,168.12018,.047896106,3708.3994,68.818108,.01855736,3987.7852,67.865181,.017018264,4826.5874,19.809175,.0041041784,5165.8608,387.95926,.075100601,6028.3169,122.88458,.020384559,6383.6001,285.11432,.044663563,6921.0698,102.51083,.014811414
10249,2578.6309,64.215775,.02490305,2860.8901,285.09756,.099653445,2830.0647,223.53418,.078985535,2869.9956,4.096673,.0014274144,3228.531,33.006588,.010223407,3429.6812,73.145714,.021327263,3645.7065,100.71426,.027625445,4012.9514,74.63916,.018599568,4287.0527,155.75613,.03633175,4593.4097,216.31172,.047091756,5697.0034,100.56786,.017652765,5773.7803,496.83511,.086050227,7096.1978,139.57642,.019669184,7388.7578,107.25272,.014515663,8002.9849,9.9749956,.0012464094
10315,1389.8348,88.032654,.063340373,1388.1996,49.266499,.035489492,1372.6036,41.158127,.029985443,1510.7513,46.259575,.030620243,1586.6003,10.47042,.0065992801,2127.9871,80.746864,.037945185,2221.2537,16.609303,.0074774451,2494.6091,36.010506,.014435329,2517.8818,211.32591,.083930038,2893.2991,88.125595,.030458516,3400.5671,169.24562,.049769823,3776.1653,99.770851,.026421208,4082.6072,54.849907,.013435019,4481.1265,219.36644,.048953414,4691.4937,208.69952,.044484664
10317,1753.8462,72.85437,.041539773,1835.322,70.103127,.038196635,1844.2527,75.061928,.040700458,2018.8264,17.235561,.0085374163,2234.3899,32.026028,.014333231,2722.4258,270.23358,.099262059,2967.218,56.587715,.019070966,3238.115,32.452751,.010022112,3301.6033,228.22556,.069125675,3615.9734,286.51617,.079236254,4391.1792,141.87312,.03230866,4855.7417,81.225929,.016727811,5381.9766,155.76741,.028942417,5819.2871,63.340881,.010884646,6063.0874,129.29761,.021325374
10318,1520.8495,4.112988,.0027044017,1470.0548,60.070892,.04086303,1393.033,75.757355,.054383032,1504.5531,43.66267,.029020358,1552.4015,51.247662,.033011861,2367.0225,88.896591,.037556294,2521.728,93.430885,.03705034,2822.384,111.1629,.039386168,2602.6226,72.171059,.02773013,3111.9116,222.00615,.071340762,3462.7432,36.748642,.010612581,4221.5776,217.80045,.051592194,4169.8052,148.33826,.035574384,4679.6929,166.41843,.035561826,5244.6123,58.569523,.01116756
10319,1403.9783,72.434639,.051592421,1398.9308,60.333092,.043128002,1371.306,63.031532,.045964599,1507.7312,60.505497,.040130161,1593.653,33.770374,.021190545,2240.5713,104.31673,.046558093,2285.2986,30.54125,.013364227,2602.2803,28.483507,.010945596,2588.0322,267.53839,.10337522,3008.4409,85.341499,.028367352,3486.594,194.44556,.055769488,3985.5042,38.331921,.0096178353,4142.7749,25.995485,.0062748967,4604.8594,53.433224,.01160366,4796.3628,179.82217,.037491363
10365,1703.4063,77.721703,.045627225,1738.5873,13.515695,.0077739521,1765.8457,5.0676465,.0028698128,1954.6213,21.198061,.010845099,2067.3948,79.842819,.038620017,2311.7273,5.2469554,.002269712,2587.5061,30.049616,.01161335,2806.0889,96.795441,.034494787,2896.4907,204.56067,.070623621,3145.9194,233.82254,.074325658,3819.9929,43.201233,.011309245,4175.5156,161.93895,.038782984,4921.3486,73.177887,.014869479,5301.0317,88.137772,.016626531,5622.9463,59.41082,.010565781
10367,2018.8082,69.649979,.034500543,2144.5747,112.26492,.052348334,2152.2498,80.306206,.037312679,2243.8755,14.492172,.0064585456,2503.2036,152.04758,.060741194,2608.2849,67.24334,.025780672,2919.7954,30.791985,.010545939,3116.4983,29.598356,.0094973119,3263.895,52.862431,.016196119,3472.2947,.71719319,.00020654732,4235.3623,51.87273,.012247531,4638.5894,345.14505,.074407332,5582.7241,25.658173,.0045959949,5924.5122,95.500473,.016119551,6302.2876,11.901319,.0018884125
10369,2188.5342,5.6156492,.0025659408,2358.1863,184.71814,.078330599,2392.8083,193.07361,.080689125,2459.5054,66.817383,.027167,2762.3862,224.26151,.081183977,2812.7449,111.08839,.039494656,3165.8037,19.521555,.0061663818,3459.4583,28.467119,.0082287798,3659.1816,213.54034,.058357406,3707.6467,113.27307,.030551204,4673.5234,22.213669,.0047530881,4776.6436,408.59647,.085540496,5934.2744,279.33725,.047071844,6284.2368,155.52718,.024748778,6813.3994,54.991486,.0080710789
10405,2723.0769,51.775928,.019013759,3026.9888,66.362823,.02192371,2959.5134,136.71599,.046195429,2983.1248,160.51012,.053806037,3345.0381,106.57738,.031861335,3513.0498,133.23271,.037925083,3781.9609,30.882265,.0081656752,4137.458,139.85287,.033801641,4524.0845,18.110538,.0040031387,4666.688,5.6156578,.0012033498,5699.6274,12.601804,.0022109873,5808.3081,36.03997,.0062048999,7219.0835,120.88831,.016745659,7506.9238,128.47748,.017114531,8206.7041,273.07388,.03327449
10407,2490.1433,14.3427,.0057597891,2759.512,168.26686,.060977038,2726.9778,154.35191,.056601822,2718.6282,30.122911,.011080188,3101.1252,23.784273,.0076695625,3189.5239,211.4053,.066281147,3434.8562,42.303272,.012315879,3727.3918,97.450912,.026144531,4072.2761,30.967346,.0076044318,4238.4082,36.263653,.0085559608,5227.5,10.589286,.0020256883,5274.5576,5.5276623,.001047986,6636.3081,193.42784,.029146904,6956.5425,125.66368,.0180641,7566.7329,7.0311928,.00092922436
10409,2433.0293,34.898804,.014343766,2710.8271,161.22246,.059473529,2648.7834,97.919624,.036967773,2588.6685,99.003548,.03824497,2992.0964,37.1357,.012411265,2994.8501,304.58002,.10170126,3268.572,46.057243,.014090938,3461.739,118.73655,.034299683,3903.5203,98.473366,.025226811,4037.2449,104.34769,.025846262,4916.2163,79.946693,.016261835,4948.2251,144.91357,.029285971,6240.6934,145.07841,.023247164,6597.9888,27.02902,.0040965546,7293.501,233.35045,.031994298
10435,2803.103,91.680984,.032706961,3149.6995,153.35872,.048689954,3058.7324,121.56189,.03974257,3074.8755,192.7052,.062670894,3469.1892,133.22108,.038401216,3535.8152,96.456657,.027279893,3921.6404,22.571991,.0057557523,4317.4224,95.470734,.0221129,4718.7988,9.1367483,.0019362445,4854.3887,39.950348,.0082297381,5938.6133,42.603695,.0071740141,6041.5342,204.90497,.033916049,7357.0112,291.10117,.039567858,7739.6523,241.43503,.031194557,8525.7158,346.73438,.04066924
10437,2634.9314,107.41515,.040765822,2953.927,105.04285,.03556041,2858.0901,119.92096,.041958425,2850.8923,210.82695,.073951215,3233.7253,118.23144,.036561992,3303.9485,183.81102,.055633742,3554.2021,37.323002,.010501091,3851.499,111.50109,.02895005,4332.4922,101.81172,.023499575,4468.1665,59.606144,.01334018,5367.5503,68.192444,.012704575,5534.6138,12.689373,.0022927297,6714.2388,209.85768,.031255618,7170.8037,152.0955,.021210385,7911.4424,558.78021,.070629373
10439,2443.2727,94.750587,.038780194,2733.8318,85.705063,.031349793,2646.2041,58.700733,.022182995,2589.8484,92.598206,.035754297,2951.3953,56.390224,.019106293,3032.7134,164.67017,.054297965,3298.9751,34.913044,.010582997,3564.7131,164.87158,.04625101,4053.1599,166.4989,.041078787,4171.8311,145.61148,.034903493,4927.6899,123.6013,.025083009,5118.3999,114.40941,.022352573,6176.3008,57.950123,.0093826586,6673.1758,33.786083,.0050629689,7439.3696,480.24127,.064554028
10551,2213.958,42.844662,.019352065,2377.8967,241.98079,.10176253,2329.8567,278.80844,.11966763,2542.2969,519.17877,.20421642,2805.6692,98.000748,.034929544,3480.3486,351.42194,.1009732,3589.4844,73.047554,.02035043,3815.5244,276.64984,.072506376,4250.8657,102.78004,.024178613,4638.5376,28.903559,.006231179,5324.3413,133.30219,.02503637,5955.6709,145.36403,.024407666,6720.9834,139.83957,.020806415,6799.2031,268.10312,.03943155,7390.4102,455.89639,.061687563
10553,2166.9736,141.31065,.065211065,2228.9163,234.73425,.10531317,2186.4304,215.436,.098533206,2458.8479,318.57327,.12956201,2665.3748,144.34399,.054155234,3318.1929,184.54987,.055617582,3612.5149,284.44028,.078737468,3726.8401,275.95901,.074046381,4147.563,150.78149,.03635424,4517.0952,81.349411,.01800923,5121.2002,283.63116,.055383731,5926.4985,33.190376,.0056003351,6540.0845,62.722103,.0095904116,6626.2007,69.908562,.010550324,7111.7578,306.25671,.043063436
10555,2464.146,127.47795,.051733118,2635.1248,288.50912,.10948595,2577.9697,264.1611,.10246866,2912.0254,289.65012,.09946689,3152.8689,84.411835,.026773024,3778.0308,240.3109,.063607447,3955.8662,261.91699,.066209771,4228.1929,184.23372,.043572687,4684.4429,47.727608,.010188535,5208.3003,189.1348,.036314111,5894.6113,53.839554,.00913369,6580.7319,257.83029,.039179578,7233.2988,134.37991,.018577958,7254.0298,403.96402,.055688221,7954.5801,816.24463,.10261317
10557,2261.8945,91.550865,.040475301,2567.6555,129.92177,.050599378,2554.6272,193.31635,.075673014,2764.4744,409.73953,.14821607,3024.3948,12.995541,.0042969063,3564.1975,302.14758,.084772959,3780.2537,139.03812,.036780104,4042.3562,143.80762,.035575196,4626.8999,90.629189,.019587453,5048.1436,7.3695064,.0014598449,5804.9438,102.0015,.017571487,6437.5273,130.86125,.020327875,7253.3091,107.46498,.014815994,7196.2593,253.50317,.035227075,7854.3135,415.28635,.052873667
10559,2189.6226,16.281517,.0074357642,2449.1921,230.33185,.094044007,2395.0967,309.07306,.12904409,2554.335,496.23972,.19427355,2824.7512,4.26893,.0015112588,3445.7651,312.28058,.090627357,3639.5193,108.00523,.029675685,3882.6553,289.05713,.07444831,4359.0137,53.130524,.012188657,4728.5337,52.252007,.011050361,5461.4712,33.424076,.0061199768,6012.0376,198.29469,.032982942,6819.4146,163.03125,.023906928,6874.0732,153.99257,.022401938,7479.9326,206.24603,.027573247
10585,2595.1938,70.494492,.027163478,2598.1172,167.22624,.064364396,2480.0784,86.578636,.034909636,2944.1003,111.12994,.037746657,3087.4893,41.853729,.01355591,3784.1484,158.46986,.041877285,3956.0833,69.879486,.017663807,4177.5361,77.997459,.018670684,4585.8643,56.65839,.012355008,5131.5083,245.36914,.047816183,5732.7021,54.515671,.0095095942,6620.2285,166.85394,.025203653,7378.2949,108.74707,.01473878,7419.8286,61.930962,.0083466833,7994.6938,3.3198645,.00041525849
10587,2444.9929,146.60036,.059959419,2521.5928,219.22697,.086939879,2464.5593,209.22125,.084891953,2915.5698,14.392227,.0049363342,3062.2559,81.290565,.026545973,3733.4402,259.29993,.069453351,3940.6821,103.61154,.026292793,4114.9937,193.03055,.046909075,4540.5664,52.127144,.011480317,5072.5996,154.39505,.030437065,5621.1191,171.02544,.030425513,6546.9888,166.14545,.025377383,7191.2217,295.71063,.041121058,7214.5356,87.342796,.012106502,7845.5146,47.19368,.0060153706
10589,2282.7703,97.051003,.042514574,2228.7153,134.60245,.060394634,2180.0894,152.36813,.069890775,2553.6938,138.78319,.054346055,2669.0896,182.33687,.068314254,3325.9041,197.06375,.059251182,3669.897,242.37323,.066043608,3888.5872,145.44174,.037402205,4301.7007,46.967533,.010918364,4739.0742,156.55856,.033035684,5199.5562,190.58815,.036654696,6232.2773,75.671371,.012141849,6715.0454,43.538506,.0064837248,6858.3237,81.235451,.011844797,7283.4912,81.530769,.011193913
10623,2592.9993,64.994072,.02506521,2712.748,166.27637,.061294436,2643.6348,74.397774,.028142229,3081.5615,87.503159,.02839572,3260.8159,19.112839,.0058613671,3893.3696,254.46114,.065357558,4118.4229,227.14688,.05515385,4370.6421,165.55331,.037878487,4826.3438,40.418064,.0083744684,5373.0752,174.31198,.032441754,6042.229,65.310287,.010808973,6983.4937,151.92354,.021754662,7738.0771,128.9749,.016667565,7738.291,196.89584,.025444357,8368.7793,260.56769,.031135686
10625,2658.1687,116.74454,.043919161,2716.0161,169.00841,.062226586,2630.7993,108.38986,.041200355,3096.8489,21.66169,.0069947517,3240.8271,92.404533,.028512638,3917.6147,350.10715,.089367427,4142.1294,160.82162,.038825832,4379.4438,115.52042,.026377873,4779.6714,33.120518,.0069294549,5310.5405,60.184109,.011332953,5970.4312,6.2575364,.0010480878,6912.4985,239.08405,.034587212,7648.8047,302.4585,.039543238,7675.915,230.24179,.029995354,8356.0957,48.117893,.0057584182
10627,2665.4683,60.789085,.022806156,2639.9175,100.99349,.038256306,2537.6545,49.496777,.019504931,3030.7703,82.123543,.027096592,3152.873,37.551365,.011910205,3806.2041,107.1824,.02815992,4042.0964,123.04146,.03044001,4279.1812,99.342468,.023215299,4643.9932,67.384605,.014510057,5215.2012,87.58918,.016794976,5825.8613,151.32739,.02597511,6722.3774,133.52643,.019862978,7496.4082,174.57692,.023288075,7564.5034,105.61581,.013962028,8233.209,131.50089,.015972009
10629,2648.1787,72.339645,.027316753,2652.2466,64.853134,.024452152,2572.3916,24.470608,.0095127849,3080.813,100.16908,.032513846,3164.915,117.47038,.037116438,3815.7891,59.642864,.015630545,4099.0181,145.22812,.035429977,4343.9922,114.65796,.026394606,4713.0254,12.583303,.0026698993,5266.0498,78.867889,.01497667,5868.1069,152.68387,.026019271,6769.8462,256.89771,.037947346,7612.0361,385.99347,.050708309,7639.9487,412.50012,.053992525,8384.0029,298.83612,.035643607
10707,2677.3364,116.198,.043400597,2687.9255,103.2492,.038412225,2618.1624,17.47183,.0066733183,3141.0576,49.887238,.015882306,3221.3606,14.386961,.0044661132,3843.2759,311.42719,.081031702,4173.3726,139.205,.033355519,4452.2871,4.9793749,.0011183858,4765.4229,115.69872,.024278795,5299.7212,38.677322,.0072979918,5950.9077,143.60179,.024131073,6834.1587,114.21387,.016712207,7690.3169,104.23456,.013554,7706.5059,368.47824,.047813918,8451.793,631.94006,.074769944
10709,2743.074,11.03833,.004024073,2699.0803,27.183725,.010071477,2602.5349,84.698898,.032544769,3138.6606,168.54367,.053699233,3213.4644,137.14392,.042677902,3798.6292,115.08004,.03029515,4097.0713,35.440674,.0086502461,4364.7046,38.774002,.008883534,4735.5112,20.254953,.0042772475,5278.7705,44.061588,.0083469413,5875.0552,230.39061,.039215054,6783.1904,7.2123671,.0010632706,7650.0088,112.41531,.014694794,7698.2974,303.38889,.039409868,8514.9424,310.99084,.036522955
10711,2786.0613,16.534662,.0059347805,2700.5325,86.423553,.032002412,2570.7395,151.15485,.058798198,3121.5146,175.45821,.056209318,3196.6243,122.34342,.038272694,3695.3237,105.3573,.02851098,4045.7664,28.957136,.0071573919,4326.8188,105.08827,.024287652,4693.0728,35.189381,.0074981535,5276.8652,32.816166,.0062188753,5855.3301,244.28497,.041720103,6833.1035,147.20062,.021542279,7677.4058,406.1264,.05289891,7765.6309,19.558477,.0025185947,8580.626,47.400776,.0055241631
10713,2648.8193,54.472588,.020564856,2618.4514,81.720474,.031209467,2536.3647,32.553631,.012834759,3106.7405,118.4334,.038121432,3148.4963,116.76036,.037084483,3647.384,235.65019,.064608,3961.7927,44.416653,.011211251,4247.0122,90.988297,.021424072,4642.3877,41.810978,.0090063522,5190.3247,16.272343,.00313513,5777.5278,63.509636,.010992528,6618.6958,151.07462,.022825435,7507.8081,190.17197,.025329892,7531.4951,415.19647,.055128027,8312.748,629.15875,.075686015
10715,2418.4043,39.097965,.016166843,2422.6865,27.978853,.011548689,2386.916,17.609709,.0073775989,2871.5537,106.87648,.037219044,2981.1194,137.33003,.046066601,3415.9133,255.90154,.07491453,3756.1182,155.7749,.041472312,4073.7297,57.597652,.014138801,4477.4121,100.46471,.02243812,4971.9736,58.469883,.011759894,5560.98,37.631775,.0067671123,6354.9404,50.12188,.0078870729,7254.0269,66.225319,.0091294562,7194.5493,484.29971,.067314811,7985.3369,624.59131,.078217275
10717,2531.46,45.588528,.018008789,2584.4097,82.00428,.031730372,2535.3521,22.540255,.0088903848,3054.3069,209.73827,.068669677,3122.9202,4.4175048,.001414543,3717.9402,315.01898,.084729441,4037.7571,184.04216,.045580294,4356.0996,127.48011,.029264737,4679.0762,26.493013,.005662018,5249.3101,5.6182652,.0010702864,5895.1401,217.96811,.036974203,6684.1982,172.9919,.025880726,7549.6191,234.02748,.03099858,7559.2949,420.35498,.055607695,8323.127,604.30042,.072604977
10719,2649.9663,106.53707,.04020318,2723.5198,140.7883,.05169351,2658.176,64.869774,.024403866,3146.79,192.68033,.061230756,3239.7454,3.6214783,.0011178281,3885.2703,360.68777,.092834666,4223.3618,113.88802,.026966199,4524.5029,11.860683,.0026214335,4833.25,33.907104,.0070153838,5379.3481,37.263771,.0069271908,6081.8149,269.95557,.044387337,7037.0137,41.393658,.0058822762,7800.0869,213.44736,.02736474,7783.7095,365.51959,.046959564,8535.3076,546.35504,.064011171
10777,2465.5146,16.623028,.0067422143,2628.5396,94.126396,.03580939,2592.0681,22.21269,.0085694855,3052.4717,167.90102,.055004939,3183.1548,7.9790349,.0025066438,3915.3174,346.11316,.088399768,4154.2861,212.91681,.05125232,4414.3687,128.97147,.029216288,4803.3774,58.362041,.012150209,5335.8218,114.37442,.021435203,6065.6543,141.34038,.023301752,7009.1978,85.864494,.01225026,7723.9097,315.97781,.040909052,7703.0405,342.01819,.044400413,8372.2559,494.72031,.059090443
